Time,Voltage,Time,,,,,,,,
17:51:04.448,2.35,64.448,,,,,,,,
17:51:04.518,2.36,64.518,,,,,,,,
17:51:04.553,2.36,64.553,,,,,,,,
17:51:04.619,2.36,64.619,,,,,,,,
17:51:04.652,2.36,64.652,,,,,,,,
17:51:04.690,2.37,64.69,,,,,,,,
17:51:04.761,2.37,64.761,,,,,,,,
17:51:04.794,2.37,64.794,,,,,,,,
17:51:04.865,2.37,64.865,,,,,,,,
17:51:04.902,2.37,64.902,,,,,,,,
17:51:04.971,2.37,64.971,,,,,,,,
17:51:05.005,2.37,65.005,,,,,,,,
17:51:05.039,2.37,65.039,,,,,,,,
17:51:05.105,2.37,65.105,,,,,,,,
17:51:05.143,2.37,65.143,,,,,,,,
17:51:05.213,2.37,65.213,,,,,,,,
17:51:05.250,2.37,65.25,,,,,,,,
17:51:05.321,2.37,65.321,,,,,,,,
17:51:05.355,2.37,65.355,,,,,,,,
17:51:05.388,2.37,65.388,,,,,,,,
17:51:05.460,2.37,65.46,,,,,,,,
17:51:05.498,2.36,65.498,,,,,,,,
17:51:05.567,2.36,65.567,,,,,,,,
17:51:05.600,2.36,65.6,,,,,,,,
17:51:05.669,2.36,65.669,,,,,,,,
17:51:05.703,2.35,65.703,,,,,,,,
17:51:05.736,2.35,65.736,,,,,,,,
17:51:05.804,2.35,65.804,,,,,,,,
17:51:05.838,2.35,65.838,,,,,,,,
17:51:05.912,2.34,65.912,,,,,,,,
17:51:05.947,2.34,65.947,,,,,,,,
17:51:06.015,2.33,66.015,,,,,,,,
17:51:06.052,2.34,66.052,,,,,,,,
17:51:06.121,2.34,66.121,,,,,,,,
17:51:06.154,2.34,66.154,,,,,,,,
17:51:06.188,2.34,66.188,,,,,,,,
17:51:06.254,2.35,66.254,,,,,,,,
17:51:06.321,2.37,66.321,,,,,,,,
17:51:06.357,2.38,66.357,,,,,,,,
17:51:06.391,2.39,66.391,,,,,,,,
17:51:06.463,2.39,66.463,,,,,,,,
17:51:06.497,2.39,66.497,,,,,,,,
17:51:06.570,2.39,66.57,,,,,,,,
17:51:06.608,2.39,66.608,,,,,,,,
17:51:06.641,2.39,66.641,,,,,,,,
17:51:06.708,2.39,66.708,,,,,,,,
17:51:06.746,2.39,66.746,,,,,,,,
17:51:06.816,2.39,66.816,,,,,,,,
17:51:06.854,2.38,66.854,,,,,,,,
17:51:06.887,2.39,66.887,,,,,,,,
17:51:06.959,2.38,66.959,,,,,,,,
17:51:06.992,2.39,66.992,,,,,,,,
17:51:07.062,2.38,67.062,,,,,,,,
17:51:07.097,2.38,67.097,,,,,,,,
17:51:07.170,2.38,67.17,,,,,,,,
17:51:07.203,2.37,67.203,,,,,,,,
17:51:07.269,2.37,67.269,,,,,,,,
17:51:07.302,2.37,67.302,,,,,,,,
17:51:07.369,2.37,67.369,,,,,,,,
17:51:07.405,2.37,67.405,,,,,,,,
17:51:07.473,2.37,67.473,,,,,,,,
17:51:07.507,2.36,67.507,,,,,,,,
17:51:07.541,2.35,67.541,,,,,,,,
17:51:07.612,2.35,67.612,,,,,,,,
17:51:07.646,2.34,67.646,,,,,,,,
17:51:07.714,2.34,67.714,,,,,,,,
17:51:07.751,2.34,67.751,,,,,,,,
17:51:07.819,2.34,67.819,,,,,,,,
17:51:07.855,2.34,67.855,,,,,,,,
17:51:07.891,2.33,67.891,,,,,,,,
17:51:07.957,2.32,67.957,,,,,,,,
17:51:07.991,2.32,67.991,,,,,,,,
17:51:08.062,2.32,68.062,,,,,,,,
17:51:08.099,2.32,68.099,,,,,,,,
17:51:08.169,2.33,68.169,,,,,,,,
17:51:08.202,2.33,68.202,,,,,,,,
17:51:08.271,2.34,68.271,,,,,,,,
17:51:08.304,2.34,68.304,,,,,,,,
17:51:08.340,2.35,68.34,,,,,,,,
17:51:08.415,2.36,68.415,,,,,,,,
17:51:08.448,2.36,68.448,,,,,,,,
17:51:08.515,2.36,68.515,,,,,,,,
17:51:08.548,2.37,68.548,,,,,,,,
17:51:08.615,2.37,68.615,,,,,,,,
17:51:08.652,2.36,68.652,,,,,,,,
17:51:08.721,2.36,68.721,,,,,,,,
17:51:08.756,2.35,68.756,,,,,,,,
17:51:08.823,2.35,68.823,,,,,,,,
17:51:08.858,2.34,68.858,,,,,,,,
17:51:08.896,2.34,68.896,,,,,,,,
17:51:08.963,2.34,68.963,,,,,,,,
17:51:08.997,2.34,68.997,,,,,,,,
17:51:09.066,2.34,69.066,,,,,,,,
17:51:09.101,2.33,69.101,,,,,,,,
17:51:09.171,2.33,69.171,,,,,,,,
17:51:09.204,2.33,69.204,,,,,,,,
17:51:09.238,2.32,69.238,,,,,,,,
17:51:09.305,2.32,69.305,,,,,,,,
17:51:09.371,2.32,69.371,,,,,,,,
17:51:09.409,2.32,69.409,,,,,,,,
17:51:09.451,2.32,69.451,,,,,,,,
17:51:09.513,2.33,69.513,,,,,,,,
17:51:09.547,2.33,69.547,,,,,,,,
17:51:09.615,2.33,69.615,,,,,,,,
17:51:09.649,2.33,69.649,,,,,,,,
17:51:09.717,2.34,69.717,,,,,,,,
17:51:09.755,2.34,69.755,,,,,,,,
17:51:09.821,2.33,69.821,,,,,,,,
17:51:09.859,2.33,69.859,,,,,,,,
17:51:09.893,2.33,69.893,,,,,,,,
17:51:09.960,2.33,69.96,,,,,,,,
17:51:09.993,2.32,69.993,,,,,,,,
17:51:10.063,2.32,70.063,,,,,,,,
17:51:10.098,2.32,70.098,,,,,,,,
17:51:10.170,2.33,70.17,,,,,,,,
17:51:10.204,2.33,70.204,,,,,,,,
17:51:10.276,2.34,70.276,,,,,,,,
17:51:10.314,2.34,70.314,,,,,,,,
17:51:10.352,2.34,70.352,,,,,,,,
17:51:10.421,2.34,70.421,,,,,,,,
17:51:10.455,2.34,70.455,,,,,,,,
17:51:10.523,2.34,70.523,,,,,,,,
17:51:10.556,2.34,70.556,,,,,,,,
17:51:10.592,2.35,70.592,,,,,,,,
17:51:10.659,2.34,70.659,,,,,,,,
17:51:10.692,2.35,70.692,,,,,,,,
17:51:10.762,2.34,70.762,,,,,,,,
17:51:10.798,2.33,70.798,,,,,,,,
17:51:10.869,2.33,70.869,,,,,,,,
17:51:10.903,2.33,70.903,,,,,,,,
17:51:10.971,2.34,70.971,,,,,,,,
17:51:11.005,2.33,71.005,,,,,,,,
17:51:11.071,2.33,71.071,,,,,,,,
17:51:11.108,2.33,71.108,,,,,,,,
17:51:11.147,2.33,71.147,,,,,,,,
17:51:11.215,2.33,71.215,,,,,,,,
17:51:11.249,2.33,71.249,,,,,,,,
17:51:11.321,2.32,71.321,,,,,,,,
17:51:11.355,2.33,71.355,,,,,,,,
17:51:11.422,2.32,71.422,,,,,,,,
17:51:11.455,2.32,71.455,,,,,,,,
17:51:11.492,2.33,71.492,,,,,,,,
17:51:11.564,2.33,71.564,,,,,,,,
17:51:11.598,2.33,71.598,,,,,,,,
17:51:11.664,2.33,71.664,,,,,,,,
17:51:11.697,2.33,71.697,,,,,,,,
17:51:11.767,2.33,71.767,,,,,,,,
17:51:11.802,2.33,71.802,,,,,,,,
17:51:11.872,2.32,71.872,,,,,,,,
17:51:11.905,2.33,71.905,,,,,,,,
17:51:11.971,2.34,71.971,,,,,,,,
17:51:12.007,2.34,72.007,,,,,,,,
17:51:12.040,2.34,72.04,,,,,,,,
17:51:12.112,2.35,72.112,,,,,,,,
17:51:12.148,2.34,72.148,,,,,,,,
17:51:12.217,2.34,72.217,,,,,,,,
17:51:12.254,2.34,72.254,,,,,,,,
17:51:12.322,2.35,72.322,,,,,,,,
17:51:12.356,2.34,72.356,,,,,,,,
17:51:12.424,2.35,72.424,,,,,,,,
17:51:12.482,2.35,72.482,,,,,,,,
17:51:12.500,2.35,72.5,,,,,,,,
17:51:12.567,2.35,72.567,,,,,,,,
17:51:12.602,2.36,72.602,,,,,,,,
17:51:12.672,2.36,72.672,,,,,,,,
17:51:12.705,2.35,72.705,,,,,,,,
17:51:12.772,2.35,72.772,,,,,,,,
17:51:12.809,2.34,72.809,,,,,,,,
17:51:12.847,2.34,72.847,,,,,,,,
17:51:12.913,2.34,72.913,,,,,,,,
17:51:12.947,2.33,72.947,,,,,,,,
17:51:13.018,2.33,73.018,,,,,,,,
17:51:13.055,2.33,73.055,,,,,,,,
17:51:13.125,2.34,73.125,,,,,,,,
17:51:13.162,2.34,73.162,,,,,,,,
17:51:13.197,2.34,73.197,,,,,,,,
17:51:13.268,2.35,73.268,,,,,,,,
17:51:13.306,2.35,73.306,,,,,,,,
17:51:13.376,2.34,73.376,,,,,,,,
17:51:13.413,2.34,73.413,,,,,,,,
17:51:13.447,2.34,73.447,,,,,,,,
17:51:13.522,2.34,73.522,,,,,,,,
17:51:13.555,2.33,73.555,,,,,,,,
17:51:13.627,2.33,73.627,,,,,,,,
17:51:13.664,2.33,73.664,,,,,,,,
17:51:13.698,2.32,73.698,,,,,,,,
17:51:13.769,2.32,73.769,,,,,,,,
17:51:13.807,2.32,73.807,,,,,,,,
17:51:13.878,2.32,73.878,,,,,,,,
17:51:13.916,2.33,73.916,,,,,,,,
17:51:13.950,2.33,73.95,,,,,,,,
17:51:14.020,2.33,74.02,,,,,,,,
17:51:14.056,2.33,74.056,,,,,,,,
17:51:14.091,2.33,74.091,,,,,,,,
17:51:14.165,2.33,74.165,,,,,,,,
17:51:14.201,2.33,74.201,,,,,,,,
17:51:14.268,2.33,74.268,,,,,,,,
17:51:14.301,2.32,74.301,,,,,,,,
17:51:14.373,2.32,74.373,,,,,,,,
17:51:14.410,2.32,74.41,,,,,,,,
17:51:14.445,2.32,74.445,,,,,,,,
17:51:14.513,2.32,74.513,,,,,,,,
17:51:14.549,2.31,74.549,,,,,,,,
17:51:14.617,2.31,74.617,,,,,,,,
17:51:14.650,2.32,74.65,,,,,,,,
17:51:14.720,2.31,74.72,,,,,,,,
17:51:14.755,2.32,74.755,,,,,,,,
17:51:14.822,2.32,74.822,,,,,,,,
17:51:14.855,2.32,74.855,,,,,,,,
17:51:14.925,2.33,74.925,,,,,,,,
17:51:14.958,2.33,74.958,,,,,,,,
17:51:15.025,2.33,75.025,,,,,,,,
17:51:15.063,2.33,75.063,,,,,,,,
17:51:15.101,2.33,75.101,,,,,,,,
17:51:15.167,2.33,75.167,,,,,,,,
17:51:15.204,2.32,75.204,,,,,,,,
17:51:15.241,2.32,75.241,,,,,,,,
17:51:15.313,2.32,75.313,,,,,,,,
17:51:15.347,2.32,75.347,,,,,,,,
17:51:15.418,2.32,75.418,,,,,,,,
17:51:15.456,2.33,75.456,,,,,,,,
17:51:15.529,2.36,75.529,,,,,,,,
17:51:15.564,2.39,75.564,,,,,,,,
17:51:15.600,2.41,75.6,,,,,,,,
17:51:15.667,2.41,75.667,,,,,,,,
17:51:15.701,2.42,75.701,,,,,,,,
17:51:15.772,2.42,75.772,,,,,,,,
17:51:15.805,2.42,75.805,,,,,,,,
17:51:15.877,2.41,75.877,,,,,,,,
17:51:15.912,2.38,75.912,,,,,,,,
17:51:15.948,2.35,75.948,,,,,,,,
17:51:16.016,2.34,76.016,,,,,,,,
17:51:16.049,2.33,76.049,,,,,,,,
17:51:16.122,2.31,76.122,,,,,,,,
17:51:16.156,2.31,76.156,,,,,,,,
17:51:16.222,2.3,76.222,,,,,,,,
17:51:16.260,2.3,76.26,,,,,,,,
17:51:16.294,2.3,76.294,,,,,,,,
17:51:16.367,2.3,76.367,,,,,,,,
17:51:16.405,2.29,76.405,,,,,,,,
17:51:16.472,2.29,76.472,,,,,,,,
17:51:16.506,2.3,76.506,,,,,,,,
17:51:16.572,2.29,76.572,,,,,,,,
17:51:16.606,2.29,76.606,,,,,,,,
17:51:16.675,2.3,76.675,,,,,,,,
17:51:16.712,2.31,76.712,,,,,,,,
17:51:16.750,2.32,76.75,,,,,,,,
17:51:16.821,2.33,76.821,,,,,,,,
17:51:16.858,2.34,76.858,,,,,,,,
17:51:16.892,2.35,76.892,,,,,,,,
17:51:16.963,2.35,76.963,,,,,,,,
17:51:16.999,2.36,76.999,,,,,,,,
17:51:17.066,2.35,77.066,,,,,,,,
17:51:17.100,2.34,77.1,,,,,,,,
17:51:17.170,2.33,77.17,,,,,,,,
17:51:17.208,2.33,77.208,,,,,,,,
17:51:17.276,2.32,77.276,,,,,,,,
17:51:17.313,2.32,77.313,,,,,,,,
17:51:17.346,2.31,77.346,,,,,,,,
17:51:17.416,2.31,77.416,,,,,,,,
17:51:17.452,2.32,77.452,,,,,,,,
17:51:17.519,2.34,77.519,,,,,,,,
17:51:17.554,2.34,77.554,,,,,,,,
17:51:17.625,2.35,77.625,,,,,,,,
17:51:17.663,2.36,77.663,,,,,,,,
17:51:17.696,2.36,77.696,,,,,,,,
17:51:17.769,2.36,77.769,,,,,,,,
17:51:17.802,2.37,77.802,,,,,,,,
17:51:17.875,2.36,77.875,,,,,,,,
17:51:17.912,2.36,77.912,,,,,,,,
17:51:17.950,2.36,77.95,,,,,,,,
17:51:18.021,2.35,78.021,,,,,,,,
17:51:18.054,2.35,78.054,,,,,,,,
17:51:18.127,2.35,78.127,,,,,,,,
17:51:18.161,2.35,78.161,,,,,,,,
17:51:18.200,2.35,78.2,,,,,,,,
17:51:18.267,2.34,78.267,,,,,,,,
17:51:18.301,2.32,78.301,,,,,,,,
17:51:18.369,2.32,78.369,,,,,,,,
17:51:18.403,2.31,78.403,,,,,,,,
17:51:18.479,2.3,78.479,,,,,,,,
17:51:18.517,2.3,78.517,,,,,,,,
17:51:18.550,2.3,78.55,,,,,,,,
17:51:18.622,2.3,78.622,,,,,,,,
17:51:18.658,2.3,78.658,,,,,,,,
17:51:18.732,2.29,78.732,,,,,,,,
17:51:18.767,2.3,78.767,,,,,,,,
17:51:18.800,2.29,78.8,,,,,,,,
17:51:18.869,2.3,78.869,,,,,,,,
17:51:18.903,2.31,78.903,,,,,,,,
17:51:18.974,2.31,78.974,,,,,,,,
17:51:19.009,2.31,79.009,,,,,,,,
17:51:19.047,2.31,79.047,,,,,,,,
17:51:19.119,2.32,79.119,,,,,,,,
17:51:19.152,2.33,79.152,,,,,,,,
17:51:19.220,2.33,79.22,,,,,,,,
17:51:19.257,2.33,79.257,,,,,,,,
17:51:19.295,2.33,79.295,,,,,,,,
17:51:19.362,2.33,79.362,,,,,,,,
17:51:19.396,2.33,79.396,,,,,,,,
17:51:19.468,2.35,79.468,,,,,,,,
17:51:19.506,2.36,79.506,,,,,,,,
17:51:19.580,2.38,79.58,,,,,,,,
17:51:19.618,2.39,79.618,,,,,,,,
17:51:19.652,2.39,79.652,,,,,,,,
17:51:19.719,2.4,79.719,,,,,,,,
17:51:19.757,2.4,79.757,,,,,,,,
17:51:19.829,2.4,79.829,,,,,,,,
17:51:19.863,2.39,79.863,,,,,,,,
17:51:19.898,2.38,79.898,,,,,,,,
17:51:19.968,2.37,79.968,,,,,,,,
17:51:20.002,2.36,80.002,,,,,,,,
17:51:20.075,2.35,80.075,,,,,,,,
17:51:20.112,2.35,80.112,,,,,,,,
17:51:20.146,2.34,80.146,,,,,,,,
17:51:20.218,2.34,80.218,,,,,,,,
17:51:20.253,2.34,80.253,,,,,,,,
17:51:20.325,2.35,80.325,,,,,,,,
17:51:20.361,2.36,80.361,,,,,,,,
17:51:20.397,2.36,80.397,,,,,,,,
17:51:20.468,2.36,80.468,,,,,,,,
17:51:20.502,2.36,80.502,,,,,,,,
17:51:20.573,2.37,80.573,,,,,,,,
17:51:20.606,2.38,80.606,,,,,,,,
17:51:20.673,2.38,80.673,,,,,,,,
17:51:20.706,2.38,80.706,,,,,,,,
17:51:20.777,2.39,80.777,,,,,,,,
17:51:20.813,2.38,80.813,,,,,,,,
17:51:20.851,2.39,80.851,,,,,,,,
17:51:20.923,2.38,80.923,,,,,,,,
17:51:20.961,2.39,80.961,,,,,,,,
17:51:20.999,2.38,80.999,,,,,,,,
17:51:21.074,2.38,81.074,,,,,,,,
17:51:21.112,2.37,81.112,,,,,,,,
17:51:21.150,2.37,81.15,,,,,,,,
17:51:21.218,2.37,81.218,,,,,,,,
17:51:21.251,2.37,81.251,,,,,,,,
17:51:21.323,2.36,81.323,,,,,,,,
17:51:21.356,2.36,81.356,,,,,,,,
17:51:21.423,2.36,81.423,,,,,,,,
17:51:21.457,2.35,81.457,,,,,,,,
17:51:21.532,2.32,81.532,,,,,,,,
17:51:21.565,2.31,81.565,,,,,,,,
17:51:21.600,2.3,81.6,,,,,,,,
17:51:21.667,2.29,81.667,,,,,,,,
17:51:21.700,2.28,81.7,,,,,,,,
17:51:21.769,2.28,81.769,,,,,,,,
17:51:21.803,2.27,81.803,,,,,,,,
17:51:21.874,2.28,81.874,,,,,,,,
17:51:21.909,2.29,81.909,,,,,,,,
17:51:21.979,2.31,81.979,,,,,,,,
17:51:22.017,2.31,82.017,,,,,,,,
17:51:22.051,2.31,82.051,,,,,,,,
17:51:22.117,2.32,82.117,,,,,,,,
17:51:22.152,2.32,82.152,,,,,,,,
17:51:22.221,2.32,82.221,,,,,,,,
17:51:22.255,2.33,82.255,,,,,,,,
17:51:22.323,2.34,82.323,,,,,,,,
17:51:22.356,2.35,82.356,,,,,,,,
17:51:22.430,2.35,82.43,,,,,,,,
17:51:22.464,2.35,82.464,,,,,,,,
17:51:22.498,2.36,82.498,,,,,,,,
17:51:22.570,2.37,82.57,,,,,,,,
17:51:22.603,2.37,82.603,,,,,,,,
17:51:22.672,2.38,82.672,,,,,,,,
17:51:22.706,2.37,82.706,,,,,,,,
17:51:22.773,2.37,82.773,,,,,,,,
17:51:22.806,2.37,82.806,,,,,,,,
17:51:22.879,2.37,82.879,,,,,,,,
17:51:22.912,2.37,82.912,,,,,,,,
17:51:22.950,2.37,82.95,,,,,,,,
17:51:23.018,2.37,83.018,,,,,,,,
17:51:23.052,2.37,83.052,,,,,,,,
17:51:23.121,2.37,83.121,,,,,,,,
17:51:23.156,2.37,83.156,,,,,,,,
17:51:23.223,2.37,83.223,,,,,,,,
17:51:23.256,2.37,83.256,,,,,,,,
17:51:23.328,2.37,83.328,,,,,,,,
17:51:23.363,2.37,83.363,,,,,,,,
17:51:23.397,2.37,83.397,,,,,,,,
17:51:23.468,2.37,83.468,,,,,,,,
17:51:23.502,2.36,83.502,,,,,,,,
17:51:23.573,2.36,83.573,,,,,,,,
17:51:23.607,2.36,83.607,,,,,,,,
17:51:23.676,2.35,83.676,,,,,,,,
17:51:23.712,2.35,83.712,,,,,,,,
17:51:23.781,2.35,83.781,,,,,,,,
17:51:23.816,2.35,83.816,,,,,,,,
17:51:23.852,2.36,83.852,,,,,,,,
17:51:23.923,2.37,83.923,,,,,,,,
17:51:23.956,2.37,83.956,,,,,,,,
17:51:24.026,2.38,84.026,,,,,,,,
17:51:24.059,2.38,84.059,,,,,,,,
17:51:24.126,2.38,84.126,,,,,,,,
17:51:24.161,2.38,84.161,,,,,,,,
17:51:24.229,2.39,84.229,,,,,,,,
17:51:24.263,2.36,84.263,,,,,,,,
17:51:24.332,2.32,84.332,,,,,,,,
17:51:24.368,2.29,84.368,,,,,,,,
17:51:24.405,2.28,84.405,,,,,,,,
17:51:24.474,2.27,84.474,,,,,,,,
17:51:24.508,2.27,84.508,,,,,,,,
17:51:24.579,2.27,84.579,,,,,,,,
17:51:24.615,2.27,84.615,,,,,,,,
17:51:24.649,2.28,84.649,,,,,,,,
17:51:24.719,2.3,84.719,,,,,,,,
17:51:24.752,2.31,84.752,,,,,,,,
17:51:24.823,2.32,84.823,,,,,,,,
17:51:24.860,2.32,84.86,,,,,,,,
17:51:24.928,2.33,84.928,,,,,,,,
17:51:24.964,2.32,84.964,,,,,,,,
17:51:24.998,2.32,84.998,,,,,,,,
17:51:25.071,2.34,85.071,,,,,,,,
17:51:25.106,2.37,85.106,,,,,,,,
17:51:25.173,2.39,85.173,,,,,,,,
17:51:25.208,2.39,85.208,,,,,,,,
17:51:25.280,2.4,85.28,,,,,,,,
17:51:25.316,2.41,85.316,,,,,,,,
17:51:25.350,2.41,85.35,,,,,,,,
17:51:25.418,2.41,85.418,,,,,,,,
17:51:25.454,2.4,85.454,,,,,,,,
17:51:25.528,2.39,85.528,,,,,,,,
17:51:25.565,2.37,85.565,,,,,,,,
17:51:25.602,2.36,85.602,,,,,,,,
17:51:25.668,2.36,85.668,,,,,,,,
17:51:25.703,2.35,85.703,,,,,,,,
17:51:25.775,2.35,85.775,,,,,,,,
17:51:25.812,2.34,85.812,,,,,,,,
17:51:25.847,2.34,85.847,,,,,,,,
17:51:25.918,2.34,85.918,,,,,,,,
17:51:25.955,2.33,85.955,,,,,,,,
17:51:26.023,2.33,86.023,,,,,,,,
17:51:26.061,2.32,86.061,,,,,,,,
17:51:26.129,2.32,86.129,,,,,,,,
17:51:26.164,2.32,86.164,,,,,,,,
17:51:26.232,2.31,86.232,,,,,,,,
17:51:26.266,2.33,86.266,,,,,,,,
17:51:26.300,2.34,86.3,,,,,,,,
17:51:26.373,2.35,86.373,,,,,,,,
17:51:26.407,2.36,86.407,,,,,,,,
17:51:26.475,2.37,86.475,,,,,,,,
17:51:26.510,2.38,86.51,,,,,,,,
17:51:26.582,2.39,86.582,,,,,,,,
17:51:26.618,2.39,86.618,,,,,,,,
17:51:26.654,2.39,86.654,,,,,,,,
17:51:26.727,2.38,86.727,,,,,,,,
17:51:26.765,2.37,86.765,,,,,,,,
17:51:26.836,2.37,86.836,,,,,,,,
17:51:26.873,2.37,86.873,,,,,,,,
17:51:26.906,2.36,86.906,,,,,,,,
17:51:26.973,2.36,86.973,,,,,,,,
17:51:27.007,2.35,87.007,,,,,,,,
17:51:27.074,2.34,87.074,,,,,,,,
17:51:27.112,2.34,87.112,,,,,,,,
17:51:27.179,2.33,87.179,,,,,,,,
17:51:27.212,2.32,87.212,,,,,,,,
17:51:27.283,2.32,87.283,,,,,,,,
17:51:27.320,2.32,87.32,,,,,,,,
17:51:27.354,2.32,87.354,,,,,,,,
17:51:27.422,2.32,87.422,,,,,,,,
17:51:27.456,2.33,87.456,,,,,,,,
17:51:27.528,2.35,87.528,,,,,,,,
17:51:27.565,2.37,87.565,,,,,,,,
17:51:27.598,2.38,87.598,,,,,,,,
17:51:27.669,2.38,87.669,,,,,,,,
17:51:27.703,2.39,87.703,,,,,,,,
17:51:27.774,2.39,87.774,,,,,,,,
17:51:27.811,2.39,87.811,,,,,,,,
17:51:27.879,2.37,87.879,,,,,,,,
17:51:27.913,2.36,87.913,,,,,,,,
17:51:27.951,2.35,87.951,,,,,,,,
17:51:28.023,2.34,88.023,,,,,,,,
17:51:28.061,2.33,88.061,,,,,,,,
17:51:28.132,2.33,88.132,,,,,,,,
17:51:28.170,2.32,88.17,,,,,,,,
17:51:28.206,2.32,88.206,,,,,,,,
17:51:28.278,2.31,88.278,,,,,,,,
17:51:28.312,2.3,88.312,,,,,,,,
17:51:28.380,2.29,88.38,,,,,,,,
17:51:28.414,2.29,88.414,,,,,,,,
17:51:28.480,2.29,88.48,,,,,,,,
17:51:28.515,2.3,88.515,,,,,,,,
17:51:28.551,2.3,88.551,,,,,,,,
17:51:28.621,2.3,88.621,,,,,,,,
17:51:28.659,2.32,88.659,,,,,,,,
17:51:28.725,2.34,88.725,,,,,,,,
17:51:28.761,2.36,88.761,,,,,,,,
17:51:28.834,2.37,88.834,,,,,,,,
17:51:28.868,2.37,88.868,,,,,,,,
17:51:28.907,2.38,88.907,,,,,,,,
17:51:28.976,2.38,88.976,,,,,,,,
17:51:29.009,2.38,89.009,,,,,,,,
17:51:29.081,2.38,89.081,,,,,,,,
17:51:29.116,2.39,89.116,,,,,,,,
17:51:29.151,2.39,89.151,,,,,,,,
17:51:29.218,2.39,89.218,,,,,,,,
17:51:29.256,2.39,89.256,,,,,,,,
17:51:29.324,2.39,89.324,,,,,,,,
17:51:29.357,2.39,89.357,,,,,,,,
17:51:29.424,2.39,89.424,,,,,,,,
17:51:29.457,2.39,89.457,,,,,,,,
17:51:29.525,2.39,89.525,,,,,,,,
17:51:29.563,2.39,89.563,,,,,,,,
17:51:29.634,2.39,89.634,,,,,,,,
17:51:29.672,2.38,89.672,,,,,,,,
17:51:29.706,2.38,89.706,,,,,,,,
17:51:29.777,2.38,89.777,,,,,,,,
17:51:29.815,2.38,89.815,,,,,,,,
17:51:29.883,2.37,89.883,,,,,,,,
17:51:29.917,2.35,89.917,,,,,,,,
17:51:29.951,2.34,89.951,,,,,,,,
17:51:30.022,2.33,90.022,,,,,,,,
17:51:30.060,2.32,90.06,,,,,,,,
17:51:30.134,2.32,90.134,,,,,,,,
17:51:30.168,2.32,90.168,,,,,,,,
17:51:30.202,2.32,90.202,,,,,,,,
17:51:30.274,2.31,90.274,,,,,,,,
17:51:30.312,2.3,90.312,,,,,,,,
17:51:30.384,2.3,90.384,,,,,,,,
17:51:30.418,2.29,90.418,,,,,,,,
17:51:30.453,2.29,90.453,,,,,,,,
17:51:30.527,2.3,90.527,,,,,,,,
17:51:30.561,2.3,90.561,,,,,,,,
17:51:30.635,2.3,90.635,,,,,,,,
17:51:30.670,2.3,90.67,,,,,,,,
17:51:30.703,2.3,90.703,,,,,,,,
17:51:30.776,2.3,90.776,,,,,,,,
17:51:30.812,2.31,90.812,,,,,,,,
17:51:30.882,2.31,90.882,,,,,,,,
17:51:30.916,2.31,90.916,,,,,,,,
17:51:30.954,2.31,90.954,,,,,,,,
17:51:31.021,2.31,91.021,,,,,,,,
17:51:31.058,2.33,91.058,,,,,,,,
17:51:31.133,2.34,91.133,,,,,,,,
17:51:31.168,2.36,91.168,,,,,,,,
17:51:31.205,2.36,91.205,,,,,,,,
17:51:31.276,2.37,91.276,,,,,,,,
17:51:31.312,2.37,91.312,,,,,,,,
17:51:31.386,2.37,91.386,,,,,,,,
17:51:31.419,2.38,91.419,,,,,,,,
17:51:31.456,2.37,91.456,,,,,,,,
17:51:31.524,2.35,91.524,,,,,,,,
17:51:31.559,2.34,91.559,,,,,,,,
17:51:31.633,2.34,91.633,,,,,,,,
17:51:31.667,2.33,91.667,,,,,,,,
17:51:31.703,2.33,91.703,,,,,,,,
17:51:31.774,2.33,91.774,,,,,,,,
17:51:31.811,2.33,91.811,,,,,,,,
17:51:31.882,2.33,91.882,,,,,,,,
17:51:31.919,2.33,91.919,,,,,,,,
17:51:31.953,2.34,91.953,,,,,,,,
17:51:32.025,2.34,92.025,,,,,,,,
17:51:32.062,2.34,92.062,,,,,,,,
17:51:32.099,2.34,92.099,,,,,,,,
17:51:32.172,2.34,92.172,,,,,,,,
17:51:32.207,2.34,92.207,,,,,,,,
17:51:32.275,2.33,92.275,,,,,,,,
17:51:32.312,2.33,92.312,,,,,,,,
17:51:32.350,2.32,92.35,,,,,,,,
17:51:32.421,2.32,92.421,,,,,,,,
