Data,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,BeforeCollectingThisSetOfData_INoticedThatTheWindTunnelWasCrank,Var82,Var83,Var84,Var85,Var86,Var87
12.5,37.5,0.66,149.875,154.125,4.25,0.9718253158,0.005097987537,NaN,12.5,37.5,0.78,NaN,NaN,0,NaN,NaN,NaN,12.5,37.5,0.72,149.84375,154.125,4.28125,0.9753916592,NaN,12.5,37.5,0.72,149.84375,154.21875,4.375,0.9860132972,0,NaN,12.5,37.5,0.72,NaN,NaN,0,NaN,NaN,NaN,12.5,37.5,0.66,149.96875,153.9375,3.96875,0.9391189725,0.008092132122,NaN,12.5,37.5,0.75,149.9375,154.0625,4.125,0.9574271078,0.006540121162,NaN,12.5,37.5,0.72,149.96875,154,4.03125,0.9464847243,0.007155237314,NaN,12.5,37.5,0.66,150.0625,153.90625,3.84375,0.9242113755,0.009079660804,NaN,-2.5,-7.5,1.65,NaN,NaN,0,0
13,39,0.63,150,153.96875,3.96875,0.9391189725,0.009453301137,NaN,13,39,0.75,149.84375,154.1875,4.34375,0.9928824718,0,NaN,13,39,0.69,149.875,154.0625,4.1875,0.9646530752,NaN,13,39,0.69,149.875,154.09375,4.21875,0.9682458366,0.005150127058,NaN,13,39,0.69,149.9375,154.0625,4.125,0.9574271078,0.006004715018,NaN,13,39,0.63,150.09375,153.875,3.78125,0.9166666667,0.009736563506,NaN,13,39,0.72,150,154,4,0.9428090416,0.008006230597,NaN,13,39,0.69,150,153.96875,3.96875,0.9391189725,0.007876397298,NaN,13,39,0.63,150.125,153.875,3.75,0.9128709292,0.009923521449,NaN,-2,-6,1.62,149.75,154.25,4.5,1
13.5,40.5,0.6,150.25,153.71875,3.46875,0.8779711461,0.01495309393,NaN,13.5,40.5,0.72,NaN,NaN,0,NaN,NaN,NaN,13.5,40.5,0.66,150,154,4,0.9428090416,NaN,13.5,40.5,0.66,149.96875,154,4.03125,0.9464847243,0.007309677266,NaN,13.5,40.5,0.66,150,154,4,0.9428090416,0.007323293644,NaN,13.5,40.5,0.6,150.1875,153.8125,3.625,0.8975274679,0.01095646466,NaN,13.5,40.5,0.69,150.0625,153.9375,3.875,0.9279607271,0.009294814826,NaN,13.5,40.5,0.66,150.0625,153.9375,3.875,0.9279607271,0.008880914736,NaN,13.5,40.5,0.6,150.1875,153.8125,3.625,0.8975274679,0.01079538225,NaN,-1.5,-4.5,1.59,NaN,NaN,0,0
14,42,0.57,150.59375,153.40625,2.8125,0.790569415,0.01983482908,NaN,14,42,0.69,149.875,154.125,4.25,0.982109468,0,NaN,14,42,0.63,150.0625,153.90625,3.84375,0.9242113755,NaN,14,42,0.63,150.0625,153.90625,3.84375,0.9242113755,0.009533329222,NaN,14,42,0.63,150.0625,153.9375,3.875,0.9279607271,0.009170158676,NaN,14,42,0.57,150.25,153.71875,3.46875,0.8779711461,0.01210436841,NaN,14,42,0.66,150.125,153.875,3.75,0.9128709292,0.01040845316,NaN,14,42,0.63,150.125,153.875,3.75,0.9128709292,0.009749120074,NaN,14,42,0.57,150.25,153.75,3.5,0.8819171037,0.01134962003,NaN,-1,-3,1.56,149.75,154.25,4.5,1
14.5,43.5,0.54,150.9375,153.0625,2.125,0.6871842709,0.0227894122,NaN,14.5,43.5,0.66,149.9375,154.0625,4.125,0.9675588937,0.00541696761,NaN,14.5,43.5,0.6,150.21875,153.75,3.53125,0.8858454844,NaN,14.5,43.5,0.6,150.1875,153.78125,3.59375,0.8936504412,0.01176454996,NaN,14.5,43.5,0.6,150.1875,153.8125,3.625,0.8975274679,0.01111659003,NaN,14.5,43.5,0.54,150.34375,153.625,3.28125,0.8539125638,0.01302467725,NaN,14.5,43.5,0.63,150.1875,153.8125,3.625,0.8975274679,0.01151943415,NaN,14.5,43.5,0.6,150.15625,153.8125,3.65625,0.9013878189,0.01062098087,NaN,14.5,43.5,0.54,150.28125,153.6875,3.40625,0.8700255424,0.01161240155,NaN,-0.5,-1.5,1.53,NaN,NaN,0,0
15,45,0.51,151.28125,152.6875,1.40625,0.5590169944,0.02295590944,NaN,15,45,0.63,150.0625,153.9375,3.875,0.9377806908,0.008945379956,NaN,15,45,0.57,150.34375,153.625,3.28125,0.8539125638,NaN,15,45,0.57,150.3125,153.65625,3.34375,0.8620067027,0.0138780567,NaN,15,45,0.57,150.28125,153.71875,3.4375,0.8740073735,0.01241048093,NaN,15,45,0.51,150.4375,153.5625,3.125,0.8333333333,0.01345403002,NaN,15,45,0.6,150.25,153.71875,3.46875,0.8779711461,0.01244870303,NaN,15,45,0.57,150.25,153.75,3.5,0.8819171037,0.01149946694,NaN,15,45,0.51,150.34375,153.65625,3.3125,0.8579691784,0.01175929015,NaN,0,0,1.5,149.75,154.25,4.5,1
15.5,46.5,0.48,151.5625,152.40625,0.84375,0.4330127019,0.02037712133,NaN,15.5,46.5,0.6,150.25,153.75,3.5,0.8912498197,0.01277639985,NaN,15.5,46.5,0.54,150.4375,153.5,3.0625,0.8249579114,NaN,15.5,46.5,0.54,150.46875,153.5,3.03125,0.8207381501,0.01556826913,NaN,15.5,46.5,0.54,150.375,153.625,3.25,0.8498365856,0.01343567673,NaN,15.5,46.5,0.48,150.5,153.5,3,0.8164965809,0.01347085987,NaN,15.5,46.5,0.57,150.3125,153.65625,3.34375,0.8620067027,0.01288498247,NaN,15.5,46.5,0.54,150.3125,153.6875,3.375,0.8660254038,0.01190105596,NaN,15.5,46.5,0.48,150.375,153.59375,3.21875,0.8457409638,0.01179250171,NaN,0.5,1.5,1.47,NaN,NaN,0,0
16,48,0.45,151.75,152.21875,0.46875,0.3227486122,0.01718706371,NaN,16,48,0.57,150.4375,153.53125,3.09375,0.8379305816,0.01587038044,NaN,16,48,0.51,150.625,153.375,2.75,0.78173596,NaN,16,48,0.51,150.59375,153.375,2.78125,0.7861650943,0.01635072131,NaN,16,48,0.51,150.46875,153.53125,3.0625,0.8249579114,0.0140797919,NaN,16,48,0.45,150.53125,153.4375,2.90625,0.8036375634,0.01334717355,NaN,16,48,0.54,150.375,153.625,3.25,0.8498365856,0.0131706644,NaN,16,48,0.51,150.34375,153.625,3.28125,0.8539125638,0.01189809764,NaN,16,48,0.45,150.4375,153.5625,3.125,0.8333333333,0.01160651882,NaN,1,3,1.44,149.75,154.25,4.5,1
16.5,49.5,0.42,151.8125,152.15625,0.34375,0.2763853992,0.01608481625,NaN,16.5,49.5,0.54,150.625,153.34375,2.71875,0.7855070188,0.01795570111,NaN,16.5,49.5,0.48,150.6875,153.25,2.5625,0.7546154282,NaN,16.5,49.5,0.48,150.6875,153.28125,2.59375,0.7592027983,0.01660521856,NaN,16.5,49.5,0.48,150.53125,153.4375,2.90625,0.8036375634,0.0143753511,NaN,16.5,49.5,0.42,150.59375,153.375,2.78125,0.7861650943,0.01301758112,NaN,16.5,49.5,0.51,150.4375,153.5625,3.125,0.8333333333,0.01333175483,NaN,16.5,49.5,0.48,150.375,153.59375,3.21875,0.8457409638,0.01190986743,NaN,16.5,49.5,0.42,150.4375,153.5,3.0625,0.8249579114,0.01122327592,NaN,1.5,4.5,1.41,NaN,NaN,0,0
17,51,0.39,151.75,152.25,0.5,0.3333333333,0.01658604789,NaN,17,51,0.51,150.8125,153.1875,2.375,0.7341710238,0.01932528124,NaN,17,51,0.45,150.8125,153.1875,2.375,0.7264831573,NaN,17,51,0.45,150.78125,153.1875,2.40625,0.7312470323,0.01661287452,NaN,17,51,0.45,150.625,153.375,2.75,0.78173596,0.0143785808,NaN,17,51,0.39,150.625,153.34375,2.71875,0.7772815878,0.01240311646,NaN,17,51,0.48,150.46875,153.5,3.03125,0.8207381501,0.01334858467,NaN,17,51,0.45,150.4375,153.53125,3.09375,0.8291561976,0.01183173858,NaN,17,51,0.39,150.5,153.5,3,0.8164965809,0.01068180743,NaN,2,6,1.38,149.75,154.25,4.5,1
17.5,52.5,0.36,151.5,152.4375,0.9375,0.4564354646,0.01587654937,NaN,17.5,52.5,0.48,151,153,2,0.6737215369,0.01982827661,NaN,17.5,52.5,0.42,150.875,153.09375,2.21875,0.7021791478,NaN,17.5,52.5,0.42,150.875,153.09375,2.21875,0.7021791478,0.01610903635,NaN,17.5,52.5,0.42,150.6875,153.3125,2.625,0.7637626158,0.01411855009,NaN,17.5,52.5,0.36,150.65625,153.3125,2.65625,0.7682953714,0.01170792876,NaN,17.5,52.5,0.45,150.53125,153.4375,2.90625,0.8036375634,0.01304264644,NaN,17.5,52.5,0.42,150.46875,153.5,3.03125,0.8207381501,0.01142966441,NaN,17.5,52.5,0.36,150.5,153.46875,2.96875,0.8122328621,0.01016379655,NaN,2.5,7.5,1.35,NaN,NaN,0,0
18,54,0.33,151.1875,152.8125,1.625,0.6009252126,0.01295272448,NaN,18,54,0.45,151.125,152.875,1.75,0.6302087912,0.01932422329,NaN,18,54,0.39,150.9375,153.0625,2.125,0.6871842709,NaN,18,54,0.39,150.90625,153.0625,2.15625,0.6922186552,0.01505975765,NaN,18,54,0.39,150.75,153.25,2.5,0.7453559925,0.01349326639,NaN,18,54,0.33,150.65625,153.2575758,2.601325758,0.7603107198,0.01076945188,NaN,18,54,0.42,150.5625,153.4375,2.875,0.7993052539,0.01243570661,NaN,18,54,0.39,150.5,153.46875,2.96875,0.8122328621,0.01078034188,NaN,18,54,0.33,150.5625,153.4375,2.875,0.7993052539,0.009598087137,NaN,3,9,1.32,149.75,154.25,4.5,1
18.5,55.5,0.3,150.78125,153.21875,2.4375,0.7359800722,0.008446569011,NaN,18.5,55.5,0.42,151.1875,152.8125,1.625,0.6072843866,0.01833509357,NaN,18.5,55.5,0.36,150.9375,153.0625,2.125,0.6871842709,NaN,18.5,55.5,0.36,150.90625,153.0625,2.15625,0.6922186552,0.01373279697,NaN,18.5,55.5,0.36,150.75,153.21875,2.46875,0.7406828681,0.01249061227,NaN,18.5,55.5,0.3,150.6875,153.3125,2.625,0.7637626158,0.009631513767,NaN,18.5,55.5,0.39,150.59375,153.40625,2.8125,0.790569415,0.01187493913,NaN,18.5,55.5,0.36,150.46875,153.4375,2.96875,0.8122328621,0.01024430426,NaN,18.5,55.5,0.3,150.5625,153.40625,2.84375,0.7949493345,0.008822083116,NaN,3.5,10.5,1.29,NaN,NaN,0,0
19,57,0.27,150.3125,153.6875,3.375,0.8660254038,0.006855101089,NaN,19,57,0.39,151.21875,152.75,1.53125,0.5895063447,0.01702801304,NaN,19,57,0.33,150.875,153.0625,2.1875,0.6972166888,NaN,19,57,0.33,150.875,153.09375,2.21875,0.7021791478,0.01224299867,NaN,19,57,0.33,150.75,153.21875,2.46875,0.7406828681,0.01134025201,NaN,19,57,0.27,150.65625,153.3125,2.65625,0.7682953714,0.008501506624,NaN,19,57,0.36,150.625,153.375,2.75,0.78173596,0.01109589907,NaN,19,57,0.33,150.5625,153.40625,2.84375,0.7949493345,0.009751105077,NaN,19,57,0.27,150.59375,153.40625,2.8125,0.790569415,0.008015776612,NaN,4,12,1.26,149.75,154.25,4.5,1
19.5,58.5,0.24,NaN,NaN,0,NaN,NaN,NaN,19.5,58.5,0.36,151.1875,152.78125,1.59375,0.601416767,0.01533510945,NaN,19.5,58.5,0.3,150.84375,153.125,2.28125,0.7120003121,NaN,19.5,58.5,0.3,150.8125,153.125,2.3125,0.7168604389,0.01051017922,NaN,19.5,58.5,0.3,150.75,153.25,2.5,0.7453559925,0.01001852829,NaN,19.5,58.5,0.24,150.625,153.3125,2.6875,0.7728015413,0.007298740292,NaN,19.5,58.5,0.33,150.625,153.375,2.75,0.78173596,0.01013103829,NaN,19.5,58.5,0.3,150.59375,153.40625,2.8125,0.790569415,0.008959231627,NaN,19.5,58.5,0.24,150.59375,153.375,2.78125,0.7861650943,0.007129777843,NaN,4.5,13.5,1.23,NaN,NaN,0,0
20,60,0.21,149.875,154.15625,4.28125,0.9753916592,0.001340060738,NaN,20,60,0.33,151.09375,152.875,1.78125,0.6358107573,0.01320122268,NaN,20,60,0.27,150.75,153.21875,2.46875,0.7406828681,NaN,20,60,0.27,150.71875,153.25,2.53125,0.75,0.008687061106,NaN,20,60,0.27,150.6875,153.28125,2.59375,0.7592027983,0.008567814624,NaN,20,60,0.21,150.59375,153.375,2.78125,0.7861650943,0.006092542472,NaN,20,60,0.3,150.625,153.375,2.75,0.78173596,0.009166177496,NaN,20,60,0.27,150.59375,153.375,2.78125,0.7861650943,0.008080414888,NaN,20,60,0.21,150.59375,153.375,2.78125,0.7861650943,0.006179140797,NaN,5,15,1.2,149.75,154.25,4.5,1
20.5,61.5,0.18,NaN,NaN,0,NaN,NaN,NaN,20.5,61.5,0.3,150.9375,153.0625,2.125,0.6944562647,0.01072919596,NaN,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7772815878,NaN,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7772815878,0.006881205978,NaN,20.5,61.5,0.24,150.625,153.34375,2.71875,0.7772815878,0.007141965544,NaN,20.5,61.5,0.18,150.5625,153.40625,2.84375,0.7949493345,0.004958960962,NaN,20.5,61.5,0.27,150.625,153.375,2.75,0.78173596,0.008144421733,NaN,20.5,61.5,0.24,150.59375,153.375,2.78125,0.7861650943,0.007129777843,NaN,20.5,61.5,0.18,150.59375,153.375,2.78125,0.7861650943,0.005228503751,NaN,5.5,16.5,1.17,NaN,NaN,0,0
21,63,0.15,149.8125,154.1875,4.375,0.9860132972,0,NaN,21,63,0.27,150.75,153.25,2.5,0.7532435772,0.00824214088,NaN,21,63,0.21,150.5,153.46875,2.96875,0.8122328621,NaN,21,63,0.21,150.5,153.5,3,0.8164965809,0.005178694523,NaN,21,63,0.21,150.5625,153.40625,2.84375,0.7949493345,0.005768002893,NaN,21,63,0.15,150.5,153.4375,2.9375,0.8079466429,0.003918502851,NaN,21,63,0.24,150.59375,153.375,2.78125,0.7861650943,0.007079503628,NaN,21,63,0.21,150.59375,153.375,2.78125,0.7861650943,0.006136048613,NaN,21,63,0.15,150.59375,153.375,2.78125,0.7861650943,0.004277866706,NaN,6,18,1.14,149.75,154.25,4.5,1
21.5,64.5,0.12,NaN,NaN,0,NaN,NaN,NaN,21.5,64.5,0.24,150.5625,153.4375,2.875,0.8077637461,0.005674317618,NaN,21.5,64.5,0.18,150.375,153.5625,3.1875,0.8416254115,NaN,21.5,64.5,0.18,150.375,153.59375,3.21875,0.8457409638,0.003685490843,NaN,21.5,64.5,0.18,150.5,153.5,3,0.8164965809,0.004505300021,NaN,21.5,64.5,0.12,150.5,153.46875,2.96875,0.8122328621,0.002949718827,NaN,21.5,64.5,0.21,150.59375,153.40625,2.8125,0.790569415,0.006042268257,NaN,21.5,64.5,0.18,150.59375,153.40625,2.8125,0.790569415,0.005149501414,NaN,21.5,64.5,0.12,150.59375,153.375,2.78125,0.7861650943,0.00332722966,NaN,6.5,19.5,1.11,NaN,NaN,0,0
22,66,0.09,149.8125,154.1875,4.375,0.9860132972,0,NaN,22,66,0.21,150.3125,153.6875,3.375,0.875189949,0.003374348875,NaN,22,66,0.15,150.25,153.71875,3.46875,0.8779711461,NaN,22,66,0.15,150.25,153.75,3.5,0.8819171037,0.002407215843,NaN,22,66,0.15,150.4375,153.5625,3.125,0.8333333333,0.003406779856,NaN,22,66,0.09,150.4375,153.5,3.0625,0.8249579114,0.00201026229,NaN,22,66,0.18,150.5625,153.40625,2.84375,0.7949493345,0.004996217556,NaN,22,66,0.15,150.59375,153.40625,2.8125,0.790569415,0.004184224335,NaN,22,66,0.09,150.59375,153.375,2.78125,0.7861650943,0.002376592614,NaN,7,21,1.08,149.78125,154.21875,4.4375,0.993031274
22.5,67.5,0.06,NaN,NaN,0,NaN,NaN,NaN,22.5,67.5,0.18,150.125,153.875,3.75,0.922531208,0.001848371952,NaN,22.5,67.5,0.12,150.1875,153.8125,3.625,0.8975274679,NaN,22.5,67.5,0.12,150.125,153.84375,3.71875,0.9090593429,0.001474789598,NaN,22.5,67.5,0.12,150.375,153.625,3.25,0.8498365856,0.002427446749,NaN,22.5,67.5,0.06,150.4375,153.5625,3.125,0.8333333333,0.001170213957,NaN,22.5,67.5,0.15,150.53125,153.4375,2.90625,0.8036375634,0.00401562854,NaN,22.5,67.5,0.12,150.5625,153.40625,2.84375,0.7949493345,0.00322619828,NaN,22.5,67.5,0.06,150.59375,153.375,2.78125,0.7861650943,0.001425955569,NaN,7.5,22.5,1.05,NaN,NaN,0,0
23,69,0.03,149.8125,154.1875,4.375,0.9860132972,0,NaN,23,69,0.15,150,154,4,0.9527861347,0.001510814256,NaN,23,69,0.09,150.0625,153.90625,3.84375,0.9242113755,NaN,23,69,0.09,150.03125,153.9375,3.90625,0.9316949906,0.0008447200706,NaN,23,69,0.09,150.3125,153.6875,3.375,0.8660254038,0.001573056316,NaN,23,69,0.03,150.40625,153.5625,3.15625,0.8374896351,0.000384815794,NaN,23,69,0.12,150.53125,153.4375,2.90625,0.8036375634,0.003123266643,NaN,23,69,0.09,150.5625,153.40625,2.84375,0.7949493345,0.002304427343,NaN,23,69,0.03,150.59375,153.375,2.78125,0.7861650943,0.0004753185228,NaN,8,24,1.02,149.78125,154.21875,4.4375,0.993031274
23.5,70.5,0,NaN,NaN,0,NaN,0,NaN,23.5,70.5,0.12,NaN,NaN,0,NaN,NaN,NaN,23.5,70.5,0.06,150,153.96875,3.96875,0.9391189725,NaN,23.5,70.5,0.06,150,154,4,0.9428090416,0.0004388423035,NaN,23.5,70.5,0.06,150.25,153.75,3.5,0.8819171037,0.0008662365434,NaN,23.5,70.5,0,150.40625,153.59375,3.1875,0.8416254115,0,NaN,23.5,70.5,0.09,150.53125,153.4375,2.90625,0.8036375634,0.002200970197,NaN,23.5,70.5,0.06,150.5625,153.40625,2.84375,0.7949493345,0.001375337524,NaN,23.5,70.5,0,150.59375,153.375,2.78125,0.7861650943,0,NaN,8.5,25.5,0.99,NaN,NaN,0,0
24,72,-0.03,149.8125,154.1875,4.375,0.9860132972,0,NaN,24,72,0.09,149.875,154.15625,4.28125,0.9857135515,0,NaN,24,72,0.03,149.96875,154,4.03125,0.9464847243,NaN,24,72,0.03,149.9375,154,4.0625,0.9501461876,0.0001339310234,NaN,24,72,0.03,150.21875,153.78125,3.5625,0.889756521,0.0002773425292,NaN,24,72,-0.03,150.40625,153.5625,3.15625,0.8374896351,0.000384815794,NaN,24,72,0.06,150.5,153.46875,2.96875,0.8122328621,0.001293641025,NaN,24,72,0.03,150.5625,153.4375,2.875,0.7993052539,0.0004535665864,NaN,24,72,-0.03,150.5625,153.375,2.8125,0.790569415,0.0004681364922,NaN,9,27,0.96,149.78125,154.21875,4.4375,0.993031274
