Station1,date,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Station2,date_1,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Station3,date_2,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Station4,date_3,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Station5,date_4,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Station6,date_5,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Station7,date_6,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Station8,date_7,Var66,Var67,Var68,Var69,Var70,Var71
6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,150.8125,155.25,4.4375,0.993031274,"0",NaN,6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,"",NaN,0,,"",NaN,6,18,1.2,"",NaN,0,,""
6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,NaN,NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,"",NaN,6.5,19.5,1.17,"",NaN,0,,""
7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,NaN,NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,"",NaN,7,21,1.14,"",NaN,0,,""
7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,NaN,NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,"",NaN,7.5,22.5,1.11,"",NaN,0,,""
8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,150.84375,155.25,4.40625,0.9895285073,"0",NaN,8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,"",NaN,0,,"",NaN,8,24,1.08,"",NaN,0,,""
8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,"",NaN,8.5,25.5,1.05,"",NaN,0,,""
9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,NaN,NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,"",NaN,9,27,1.02,"",NaN,0,,""
9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,"",NaN,9.5,28.5,0.99,"",NaN,0,,""
10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,150.84375,155.25,4.40625,0.9895285073,"0",NaN,10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,"",NaN,0,,"",NaN,10,30,0.96,"",NaN,0,,""
10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,"",NaN,10.5,31.5,0.93,"",NaN,0,,""
11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,150.84375,155.25,4.40625,0.9895285073,"0",NaN,11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,"",NaN,0,,"",NaN,11,33,0.9,"",NaN,0,,""
11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,"",NaN,11.5,34.5,0.87,"",NaN,0,,""
12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,150.84375,155.25,4.40625,0.9895285073,"0",NaN,12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,"",NaN,0,,"",NaN,12,36,0.84,"",NaN,0,,""
12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,"",NaN,12.5,37.5,0.81,"",NaN,0,,""
13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,150.84375,155.25,4.40625,0.9895285073,"0",NaN,13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,"",NaN,0,,"",NaN,13,39,0.78,"",NaN,0,,""
13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,"",NaN,13.5,40.5,0.75,"",NaN,0,,""
14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,150.84375,155.25,4.40625,0.9895285073,"0",NaN,14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,"",NaN,0,,"",NaN,14,42,0.72,"",NaN,0,,""
14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,NaN,NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,"",NaN,14.5,43.5,0.69,"",NaN,0,,""
15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,150.84375,155.25,4.40625,0.9895285073,"0",NaN,15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,"",NaN,0,,"",NaN,15,45,0.66,"",NaN,0,,""
15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,150.875,155.1875,4.3125,0.9789450104,"0.002962477117",NaN,15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,"",NaN,0,,"",NaN,15.5,46.5,0.63,"",NaN,0,,""
16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,150.9375,155.15625,4.21875,0.9682458366,"0.004459691342",NaN,16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,"",NaN,0,,"",NaN,16,48,0.6,"",NaN,0,,""
16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,151.03125,155.0625,4.03125,0.9464847243,"0.006928468879",NaN,16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,"",NaN,0,,"",NaN,16.5,49.5,0.57,"",NaN,0,,""
17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,151.1875,154.90625,3.71875,0.9090593429,"0.009500409193",NaN,17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,"",NaN,0,,"",NaN,17,51,0.54,"",NaN,0,,""
17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,151.3125,154.75,3.4375,0.8740073735,"0.01182560424",NaN,17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,"",NaN,0,,"",NaN,17.5,52.5,0.51,"",NaN,0,,""
18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,151.5,154.5625,3.0625,0.8249579114,"0.01397919111",NaN,18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,"",NaN,0,,"",NaN,18,54,0.48,"",NaN,0,,""
18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,151.6875,154.375,2.6875,0.7728015413,"0.01548102196",NaN,18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,"",NaN,0,,"",NaN,18.5,55.5,0.45,"",NaN,0,,""
19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,151.875,154.1875,2.3125,0.7168604389,"0.0160720078",NaN,19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,"",NaN,0,,"",NaN,19,57,0.42,"",NaN,0,,""
19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,152,154.0625,2.0625,0.6770032004,"0.01600145318",NaN,19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,"",NaN,0,,"",NaN,19.5,58.5,0.39,"",NaN,0,,""
20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,152.15625,153.90625,1.75,0.6236095645,"0.01545792941",NaN,20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,"",NaN,0,,"",NaN,20,60,0.36,"",NaN,0,,""
20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,152.25,153.84375,1.59375,0.5951190357,"0.01433737848",NaN,20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,"",NaN,0,,"",NaN,20.5,61.5,0.33,"",NaN,0,,""
21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,152.25,153.8125,1.5625,0.589255651,"0.01281624765",NaN,21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,"",NaN,0,,"",NaN,21,63,0.3,"",NaN,0,,""
21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,152.15625,153.90625,1.75,0.6236095645,"0.01095973538",NaN,21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,"",NaN,0,,"",NaN,21.5,64.5,0.27,"",NaN,0,,""
22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,152,154.03125,2.03125,0.6718548124,"0.008919605274",NaN,22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,"",NaN,0,,"",NaN,22,66,0.24,"",NaN,0,,""
22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,151.84375,154.21875,2.375,0.7264831573,"0.006869609018",NaN,22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,"",NaN,0,,"",NaN,22.5,67.5,0.21,"",NaN,0,,""
23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,151.6875,154.40625,2.71875,0.7772815878,"0.005130473598",NaN,23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,"",NaN,0,,"",NaN,23,69,0.18,"",NaN,0,,""
23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,151.5625,154.5,2.9375,0.8079466429,"0.003701146039",NaN,23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,"",NaN,0,,"",NaN,23.5,70.5,0.15,"",NaN,0,,""
24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,151.4375,154.625,3.1875,0.8416254115,"0.002565630033",NaN,24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,"",NaN,0,,"",NaN,24,72,0.12,"",NaN,0,,""
24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,151.40625,154.6875,3.28125,0.8539125638,"0.001763553573",NaN,24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,"",NaN,0,,"",NaN,24.5,73.5,0.09,"",NaN,0,,""
25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,151.375,154.65625,3.28125,0.8539125638,"0.001074297397",NaN,25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,"",NaN,0,,"",NaN,25,75,0.06,"",NaN,0,,""
25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,151.4375,154.65625,3.21875,0.8457409638,"0.000368875968",NaN,25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,"",NaN,0,,"",NaN,25.5,76.5,0.03,"",NaN,0,,""
26,78,0,"",NaN,0,,"0",NaN,26,78,0,"",NaN,0,,"0",NaN,26,78,0,151.5,154.5625,3.0625,0.8249579114,"0",NaN,26,78,0,"",NaN,0,,"0",NaN,26,78,0,"",NaN,0,,"0",NaN,26,78,0,"",NaN,0,,"0",NaN,26,78,0,"",NaN,0,,"0",NaN,26,78,0,"",NaN,0,,"0"
26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,151.625,154.4375,2.8125,0.790569415,"0.0004681364922",NaN,26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,"",NaN,0,,"",NaN,26.5,79.5,-0.03,"",NaN,0,,""
27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,151.75,154.3125,2.5625,0.7546154282,"0.001515253736",NaN,27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,"",NaN,0,,"",NaN,27,81,-0.06,"",NaN,0,,""
27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,151.875,154.1875,2.3125,0.7168604389,"0.002768782856",NaN,27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,"",NaN,0,,"",NaN,27.5,82.5,-0.09,"",NaN,0,,""
28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,152.03125,154.03125,2,0.6666666667,"0.004234939735",NaN,28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,"",NaN,0,,"",NaN,28,84,-0.12,"",NaN,0,,""
28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,152.15625,153.90625,1.75,0.6236095645,"0.005831559498",NaN,28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,"",NaN,0,,"",NaN,28.5,85.5,-0.15,"",NaN,0,,""
29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,152.28125,153.78125,1.5,0.5773502692,"0.007457935166",NaN,29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,"",NaN,0,,"",NaN,29,87,-0.18,"",NaN,0,,""
29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,152.375,153.6875,1.3125,0.5400617249,"0.009055893158",NaN,29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,"",NaN,0,,"",NaN,29.5,88.5,-0.21,"",NaN,0,,""
30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,152.4375,153.625,1.1875,0.5137011669,"0.01056686397",NaN,30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,"",NaN,0,,"",NaN,30,90,-0.24,"",NaN,0,,""
30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,152.5,153.5625,1.0625,0.4859126579,"0.01200729571",NaN,30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,"",NaN,0,,"",NaN,30.5,91.5,-0.27,"",NaN,0,,""
31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,152.5,153.5625,1.0625,0.4859126579,"0.01341964744",NaN,31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,"",NaN,0,,"",NaN,31,93,-0.3,"",NaN,0,,""
31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,152.5,153.5625,1.0625,0.4859126579,"0.01483224191",NaN,31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,"",NaN,0,,"",NaN,31.5,94.5,-0.33,"",NaN,0,,""
32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,152.4375,153.625,1.1875,0.5137011669,"0.01624520048",NaN,32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,"",NaN,0,,"",NaN,32,96,-0.36,"",NaN,0,,""
32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,152.375,153.6875,1.3125,0.5400617249,"0.01760609716",NaN,32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,"",NaN,0,,"",NaN,32.5,97.5,-0.39,"",NaN,0,,""
